Latitude,Longtitude,State,LGA,Population,Number of households,Number of households offgrid,Number of people owning mobile phones,Number of households owning radios,Number of ABC1 consumers,Median annual household spending per capita,"Number of households spending over 110,000 N annually per capita","Number of households spending over 5,000 N monthly on energy","Number of households spending over 10,000 N monthly on energy","Number of households spending over 250,000 N annually on discretionary expenses",Number of households with generators,Number of households with televisions,Proportion of households offgrid,Proportion of people owning mobile phones,Proportion of households owning radios,Proportion of ABC1 consumers,"Proportion of households spending over 110,000 N annually per capita","Proportion of households spending over 5,000 N monthly on energy","Proportion of households spending over 10,000 N monthly on energy","Proportion of households spending over 250,000 N annually on discretionary expenses",Proportion of households with generators,Proportion of households with televisions
6.504166666,3.8875,Lagos,Ibeju Lekki,  29 ,  7 ,  3 ,  27 ,  4 ,  6 ,"  116,397 ",  5 ,  2 ,  0 ,  3 ,  4 ,  4 ,37%,93%,62%,19%,70%,32%,5%,47%,58%,54%
6.437499999,3.654166667,Lagos,Ibeju Lekki,  83 ,  21 ,  7 ,  78 ,  11 ,  29 ,"  107,613 ",  13 ,  7 ,  2 ,  11 ,  13 ,  13 ,36%,94%,55%,34%,61%,36%,8%,54%,63%,63%
6.537499999,3.854166667,Lagos,Ibeju Lekki,  8 ,  2 ,  1 ,  7 ,  1 ,  1 ,"  116,953 ",  1 ,  1 ,  0 ,  1 ,  1 ,  1 ,38%,88%,64%,15%,62%,31%,1%,49%,49%,38%
6.512499999,3.8875,Lagos,Ibeju Lekki,  219 ,  55 ,  24 ,  200 ,  35 ,  42 ,"  117,139 ",  36 ,  16 ,  1 ,  28 ,  30 ,  31 ,44%,91%,64%,19%,65%,30%,2%,51%,54%,56%
6.512499999,3.779166667,Lagos,Ibeju Lekki,  278 ,  70 ,  34 ,  239 ,  42 ,  56 ,"  109,636 ",  50 ,  23 ,  1 ,  40 ,  42 ,  36 ,49%,86%,61%,20%,72%,33%,1%,57%,60%,51%
6.537499999,3.845833334,Lagos,Ibeju Lekki,  4 ,  1 ,  0 ,  4 ,  1 ,  1 ,"  114,926 ",  1 ,  0 ,  0 ,  0 ,  0 ,  0 ,36%,88%,65%,14%,62%,31%,1%,49%,49%,40%
6.412499999,4.1625,Lagos,Ibeju Lekki,  4 ,  1 ,  0 ,  2 ,  1 ,  1 ,"  96,422 ",  1 ,  0 ,  0 ,  0 ,  0 ,  0 ,29%,60%,57%,17%,63%,29%,10%,48%,50%,43%
6.512499999,3.720833334,Lagos,Ibeju Lekki,  57 ,  14 ,  9 ,  50 ,  8 ,  12 ,"  112,357 ",  10 ,  5 ,  1 ,  8 ,  9 ,  7 ,61%,87%,54%,21%,72%,33%,6%,54%,62%,51%
6.437499999,3.645833334,Lagos,Ibeju Lekki,  12 ,  3 ,  1 ,  11 ,  2 ,  4 ,"  107,076 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,39%,94%,55%,31%,56%,37%,8%,51%,59%,59%
6.487499999,3.895833334,Lagos,Ibeju Lekki,"  1,630 ",  405 ,  81 ,"  1,535 ",  254 ,  383 ,"  134,595 ",  326 ,  145 ,  20 ,  234 ,  294 ,  245 ,20%,94%,63%,24%,80%,36%,5%,58%,73%,60%
6.487499999,3.779166667,Lagos,Ibeju Lekki,  723 ,  179 ,  28 ,  678 ,  111 ,  152 ,"  139,999 ",  145 ,  68 ,  5 ,  123 ,  120 ,  105 ,16%,94%,62%,21%,81%,38%,3%,69%,67%,59%
6.479166666,3.795833334,Lagos,Ibeju Lekki,"  2,121 ",  526 ,  49 ,"  1,988 ",  347 ,  530 ,"  155,630 ",  438 ,  245 ,  15 ,  353 ,  394 ,  353 ,9%,94%,66%,25%,83%,47%,3%,67%,75%,67%
6.512499999,3.770833334,Lagos,Ibeju Lekki,  62 ,  15 ,  7 ,  54 ,  9 ,  13 ,"  109,373 ",  11 ,  5 ,  0 ,  9 ,  9 ,  8 ,42%,87%,60%,21%,70%,35%,1%,59%,62%,51%
6.520833333,3.854166667,Lagos,Ibeju Lekki,  43 ,  11 ,  4 ,  36 ,  7 ,  6 ,"  114,029 ",  7 ,  3 ,  0 ,  5 ,  5 ,  5 ,39%,84%,64%,14%,62%,29%,1%,50%,48%,49%
6.445833333,3.6625,Lagos,Ibeju Lekki,"  2,199 ",  544 ,  60 ,"  2,105 ",  345 ,  820 ,"  151,530 ",  355 ,  260 ,  58 ,  343 ,  448 ,  370 ,11%,96%,63%,37%,65%,48%,11%,63%,82%,68%
6.487499999,3.879166667,Lagos,Ibeju Lekki,"  1,073 ",  265 ,  31 ,  998 ,  171 ,  278 ,"  141,730 ",  220 ,  98 ,  5 ,  165 ,  187 ,  149 ,12%,93%,65%,26%,83%,37%,2%,62%,70%,56%
6.445833333,3.729166667,Lagos,Ibeju Lekki,  46 ,  11 ,  2 ,  44 ,  7 ,  13 ,"  113,566 ",  7 ,  4 ,  1 ,  6 ,  6 ,  7 ,19%,95%,60%,28%,63%,33%,11%,54%,56%,59%
6.495833333,3.695833334,Lagos,Ibeju Lekki,  174 ,  43 ,  4 ,  161 ,  25 ,  43 ,"  135,401 ",  35 ,  18 ,  2 ,  29 ,  29 ,  27 ,10%,93%,58%,25%,82%,41%,5%,69%,68%,62%
6.445833333,3.704166667,Lagos,Ibeju Lekki,  339 ,  84 ,  14 ,  324 ,  53 ,  114 ,"  121,881 ",  56 ,  34 ,  4 ,  48 ,  53 ,  46 ,17%,96%,63%,34%,67%,40%,5%,57%,64%,55%
6.445833333,3.7125,Lagos,Ibeju Lekki,  682 ,  168 ,  26 ,  660 ,  106 ,  231 ,"  121,514 ",  113 ,  73 ,  8 ,  98 ,  114 ,  93 ,16%,97%,63%,34%,67%,44%,5%,58%,68%,55%
6.520833333,3.829166667,Lagos,Ibeju Lekki,  57 ,  14 ,  5 ,  46 ,  9 ,  10 ,"  110,105 ",  9 ,  4 ,  0 ,  7 ,  7 ,  5 ,33%,80%,63%,17%,63%,27%,1%,49%,47%,34%
6.445833333,3.654166667,Lagos,Ibeju Lekki,  94 ,  23 ,  3 ,  90 ,  14 ,  36 ,"  133,201 ",  16 ,  10 ,  2 ,  14 ,  18 ,  15 ,12%,96%,60%,38%,67%,41%,8%,61%,77%,64%
6.462499999,3.729166667,Lagos,Ibeju Lekki,"  1,958 ",  483 ,  47 ,"  1,931 ",  325 ,  802 ,"  144,788 ",  392 ,  242 ,  11 ,  348 ,  371 ,  347 ,10%,99%,67%,41%,81%,50%,2%,72%,77%,72%
6.437499999,3.6625,Lagos,Ibeju Lekki,  305 ,  75 ,  27 ,  287 ,  41 ,  105 ,"  108,994 ",  46 ,  28 ,  8 ,  43 ,  51 ,  48 ,35%,94%,54%,34%,62%,37%,10%,57%,68%,64%
6.454166666,3.7125,Lagos,Ibeju Lekki,"  2,423 ",  596 ,  73 ,"  2,382 ",  399 ,  978 ,"  146,517 ",  444 ,  272 ,  34 ,  383 ,  444 ,  443 ,12%,98%,67%,40%,75%,46%,6%,64%,75%,74%
6.462499999,3.7125,Lagos,Ibeju Lekki,"  2,207 ",  541 ,  61 ,"  2,188 ",  358 ,"  1,013 ","  181,926 ",  461 ,  299 ,  23 ,  411 ,  423 ,  423 ,11%,99%,66%,46%,85%,55%,4%,76%,78%,78%
6.445833333,3.720833334,Lagos,Ibeju Lekki,"  1,005 ",  246 ,  40 ,  966 ,  154 ,  335 ,"  122,504 ",  164 ,  101 ,  13 ,  141 ,  166 ,  153 ,16%,96%,63%,33%,67%,41%,5%,57%,67%,62%
6.462499999,3.720833334,Lagos,Ibeju Lekki,"  1,851 ",  453 ,  48 ,"  1,826 ",  307 ,  758 ,"  155,241 ",  373 ,  274 ,  17 ,  356 ,  356 ,  352 ,11%,99%,68%,41%,82%,60%,4%,79%,79%,78%
6.470833333,3.695833334,Lagos,Ibeju Lekki,"  4,208 ","  1,029 ",  59 ,"  4,127 ",  662 ,"  2,068 ","  189,366 ",  895 ,  531 ,  162 ,  834 ,  826 ,  793 ,6%,98%,64%,49%,87%,52%,16%,81%,80%,77%
6.445833333,3.670833334,Lagos,Ibeju Lekki,  266 ,  65 ,  8 ,  255 ,  42 ,  100 ,"  149,701 ",  43 ,  31 ,  7 ,  40 ,  52 ,  42 ,12%,96%,64%,38%,66%,48%,11%,62%,80%,64%
6.479166666,3.8875,Lagos,Ibeju Lekki,  586 ,  143 ,  24 ,  559 ,  90 ,  137 ,"  129,691 ",  107 ,  48 ,  4 ,  78 ,  93 ,  73 ,17%,95%,63%,23%,75%,33%,3%,55%,65%,51%
6.470833333,3.6875,Lagos,Ibeju Lekki,  537 ,  131 ,  9 ,  523 ,  86 ,  215 ,"  181,363 ",  110 ,  62 ,  2 ,  102 ,  108 ,  98 ,7%,97%,65%,40%,84%,48%,2%,78%,82%,75%
6.470833333,3.8125,Lagos,Ibeju Lekki,"  1,604 ",  392 ,  38 ,"  1,532 ",  263 ,  472 ,"  163,380 ",  320 ,  175 ,  33 ,  255 ,  307 ,  272 ,10%,95%,67%,29%,82%,45%,8%,65%,78%,69%
6.479166666,3.7375,Lagos,Ibeju Lekki,"  1,290 ",  315 ,  32 ,"  1,264 ",  207 ,  453 ,"  164,178 ",  276 ,  156 ,  31 ,  265 ,  238 ,  242 ,10%,98%,66%,35%,88%,50%,10%,84%,76%,77%
6.479166666,3.779166667,Lagos,Ibeju Lekki,"  2,771 ",  676 ,  66 ,"  2,609 ",  444 ,  694 ,"  158,212 ",  564 ,  307 ,  9 ,  491 ,  483 ,  443 ,10%,94%,66%,25%,83%,45%,1%,73%,72%,66%
6.462499999,3.704166667,Lagos,Ibeju Lekki,"  1,331 ",  324 ,  28 ,"  1,310 ",  213 ,  628 ,"  173,745 ",  271 ,  158 ,  10 ,  242 ,  246 ,  239 ,9%,98%,66%,47%,84%,49%,3%,75%,76%,74%
6.479166666,3.695833334,Lagos,Ibeju Lekki,"  4,200 ","  1,023 ",  50 ,"  4,072 ",  660 ,"  1,714 ","  187,492 ",  890 ,  524 ,  83 ,  863 ,  868 ,  824 ,5%,97%,65%,41%,87%,51%,8%,84%,85%,81%
6.445833333,3.695833334,Lagos,Ibeju Lekki,  19 ,  5 ,  1 ,  18 ,  3 ,  6 ,"  118,626 ",  3 ,  2 ,  0 ,  3 ,  3 ,  3 ,14%,95%,63%,34%,68%,38%,9%,58%,64%,57%
6.454166666,3.720833334,Lagos,Ibeju Lekki,  837 ,  204 ,  26 ,  816 ,  138 ,  313 ,"  150,944 ",  146 ,  105 ,  5 ,  129 ,  150 ,  142 ,13%,98%,68%,37%,72%,51%,2%,63%,74%,70%
6.470833333,3.7375,Lagos,Ibeju Lekki,"  3,954 ",  960 ,  87 ,"  3,871 ",  637 ,"  1,553 ","  168,206 ",  823 ,  528 ,  123 ,  778 ,  730 ,  735 ,9%,98%,66%,39%,86%,55%,13%,81%,76%,77%
6.479166666,3.879166667,Lagos,Ibeju Lekki,"  1,164 ",  283 ,  41 ,"  1,095 ",  183 ,  279 ,"  131,157 ",  219 ,  103 ,  5 ,  165 ,  189 ,  151 ,14%,94%,65%,24%,77%,37%,2%,58%,67%,53%
6.479166666,3.770833334,Lagos,Ibeju Lekki,"  2,915 ",  707 ,  72 ,"  2,777 ",  465 ,  798 ,"  171,842 ",  610 ,  317 ,  10 ,  574 ,  537 ,  507 ,10%,95%,66%,27%,86%,45%,1%,81%,76%,72%
6.504166666,3.745833334,Lagos,Ibeju Lekki,  173 ,  42 ,  18 ,  157 ,  26 ,  40 ,"  119,073 ",  32 ,  16 ,  3 ,  27 ,  28 ,  22 ,43%,91%,61%,23%,75%,37%,8%,64%,67%,52%
6.454166666,3.704166667,Lagos,Ibeju Lekki,  503 ,  122 ,  10 ,  489 ,  81 ,  191 ,"  151,362 ",  90 ,  48 ,  9 ,  80 ,  86 ,  81 ,9%,97%,67%,38%,74%,39%,7%,65%,71%,67%
6.520833333,3.8875,Lagos,Ibeju Lekki,  231 ,  56 ,  21 ,  207 ,  36 ,  54 ,"  118,511 ",  34 ,  17 ,  1 ,  28 ,  30 ,  29 ,38%,89%,65%,23%,60%,31%,1%,50%,53%,52%
6.487499999,3.820833334,Lagos,Ibeju Lekki,  22 ,  5 ,  1 ,  20 ,  3 ,  4 ,"  127,190 ",  4 ,  2 ,  0 ,  3 ,  3 ,  3 ,22%,92%,64%,20%,82%,34%,2%,61%,59%,54%
6.462499999,3.7375,Lagos,Ibeju Lekki,"  2,469 ",  597 ,  51 ,"  2,383 ",  402 ,  905 ,"  149,225 ",  476 ,  297 ,  11 ,  415 ,  443 ,  412 ,9%,97%,67%,37%,80%,50%,2%,69%,74%,69%
6.470833333,3.704166667,Lagos,Ibeju Lekki,"  3,902 ",  943 ,  65 ,"  3,839 ",  597 ,"  2,140 ","  219,784 ",  819 ,  529 ,  281 ,  766 ,  721 ,  727 ,7%,98%,63%,55%,87%,56%,30%,81%,76%,77%
6.470833333,3.729166667,Lagos,Ibeju Lekki,"  3,626 ",  876 ,  76 ,"  3,572 ",  568 ,"  1,704 ","  164,636 ",  737 ,  486 ,  200 ,  715 ,  652 ,  673 ,9%,99%,65%,47%,84%,55%,23%,82%,74%,77%
6.462499999,3.670833334,Lagos,Ibeju Lekki,  453 ,  109 ,  10 ,  439 ,  74 ,  185 ,"  160,331 ",  87 ,  54 ,  4 ,  74 ,  93 ,  82 ,9%,97%,67%,41%,79%,49%,4%,68%,85%,75%
6.479166666,3.7875,Lagos,Ibeju Lekki,  336 ,  81 ,  8 ,  314 ,  54 ,  81 ,"  138,802 ",  67 ,  36 ,  1 ,  53 ,  57 ,  50 ,9%,93%,66%,24%,82%,44%,1%,65%,71%,62%
6.487499999,3.8375,Lagos,Ibeju Lekki,  26 ,  6 ,  1 ,  24 ,  4 ,  6 ,"  126,874 ",  5 ,  2 ,  0 ,  3 ,  4 ,  3 ,14%,94%,64%,24%,77%,31%,2%,54%,62%,45%
6.470833333,3.804166667,Lagos,Ibeju Lekki,"  1,919 ",  463 ,  58 ,"  1,814 ",  310 ,  579 ,"  167,050 ",  366 ,  210 ,  41 ,  305 ,  355 ,  318 ,13%,95%,67%,30%,79%,45%,9%,66%,77%,69%
6.479166666,3.6875,Lagos,Ibeju Lekki,  739 ,  178 ,  15 ,  714 ,  113 ,  267 ,"  178,806 ",  145 ,  86 ,  4 ,  141 ,  149 ,  135 ,8%,97%,63%,36%,82%,48%,2%,79%,84%,76%
6.454166666,3.6625,Lagos,Ibeju Lekki,"  1,121 ",  270 ,  21 ,"  1,078 ",  180 ,  430 ,"  165,809 ",  186 ,  137 ,  15 ,  185 ,  224 ,  196 ,8%,96%,67%,38%,69%,51%,6%,69%,83%,73%
6.537499999,3.879166667,Lagos,Ibeju Lekki,  13 ,  3 ,  1 ,  11 ,  2 ,  2 ,"  115,857 ",  2 ,  1 ,  0 ,  1 ,  2 ,  1 ,19%,84%,64%,17%,61%,30%,1%,47%,48%,41%
6.445833333,3.679166667,Lagos,Ibeju Lekki,  434 ,  104 ,  16 ,  414 ,  66 ,  150 ,"  131,239 ",  71 ,  49 ,  18 ,  63 ,  78 ,  64 ,15%,95%,63%,35%,68%,47%,17%,60%,74%,62%
6.470833333,3.870833334,Lagos,Ibeju Lekki,  15 ,  4 ,  1 ,  14 ,  2 ,  3 ,"  113,109 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,18%,94%,63%,21%,66%,30%,7%,52%,62%,47%
6.529166666,3.854166667,Lagos,Ibeju Lekki,  28 ,  7 ,  2 ,  24 ,  4 ,  4 ,"  115,526 ",  4 ,  2 ,  0 ,  3 ,  3 ,  3 ,34%,85%,64%,14%,59%,30%,1%,50%,52%,43%
6.470833333,3.795833334,Lagos,Ibeju Lekki,"  1,456 ",  350 ,  33 ,"  1,368 ",  232 ,  436 ,"  160,533 ",  271 ,  157 ,  20 ,  223 ,  255 ,  237 ,10%,94%,66%,30%,78%,45%,6%,64%,73%,68%
6.479166666,3.745833334,Lagos,Ibeju Lekki,"  1,435 ",  345 ,  39 ,"  1,402 ",  230 ,  482 ,"  169,291 ",  303 ,  150 ,  12 ,  290 ,  259 ,  254 ,11%,98%,67%,34%,88%,44%,4%,84%,75%,74%
6.487499999,3.704166667,Lagos,Ibeju Lekki,  10 ,  2 ,  0 ,  10 ,  1 ,  3 ,"  164,736 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,7%,96%,61%,31%,85%,45%,5%,83%,75%,75%
6.487499999,3.770833334,Lagos,Ibeju Lekki,  442 ,  106 ,  14 ,  419 ,  66 ,  108 ,"  158,075 ",  86 ,  40 ,  6 ,  79 ,  70 ,  67 ,13%,95%,62%,25%,81%,38%,6%,75%,66%,63%
6.437499999,3.670833334,Lagos,Ibeju Lekki,  29 ,  7 ,  3 ,  27 ,  4 ,  9 ,"  114,896 ",  4 ,  3 ,  1 ,  4 ,  5 ,  4 ,38%,94%,55%,33%,62%,37%,13%,57%,67%,63%
6.445833333,3.6875,Lagos,Ibeju Lekki,  21 ,  5 ,  1 ,  20 ,  3 ,  7 ,"  123,514 ",  3 ,  2 ,  1 ,  3 ,  3 ,  3 ,18%,95%,63%,32%,69%,42%,17%,59%,68%,60%
6.470833333,3.720833334,Lagos,Ibeju Lekki,"  2,761 ",  662 ,  52 ,"  2,716 ",  425 ,"  1,333 ","  185,117 ",  569 ,  369 ,  106 ,  552 ,  492 ,  524 ,8%,98%,64%,48%,86%,56%,16%,83%,74%,79%
6.470833333,3.7125,Lagos,Ibeju Lekki,"  3,033 ",  727 ,  57 ,"  2,983 ",  469 ,"  1,534 ","  224,931 ",  630 ,  410 ,  183 ,  599 ,  547 ,  565 ,8%,98%,65%,51%,87%,56%,25%,82%,75%,78%
6.529166666,3.895833334,Lagos,Ibeju Lekki,  372 ,  89 ,  11 ,  336 ,  57 ,  94 ,"  121,725 ",  54 ,  26 ,  1 ,  43 ,  45 ,  45 ,12%,90%,64%,25%,60%,29%,1%,49%,51%,50%
6.504166666,3.729166667,Lagos,Ibeju Lekki,  174 ,  42 ,  8 ,  158 ,  25 ,  41 ,"  123,493 ",  32 ,  17 ,  3 ,  27 ,  28 ,  22 ,18%,91%,60%,23%,77%,41%,7%,64%,68%,53%
6.479166666,3.820833334,Lagos,Ibeju Lekki,"  1,682 ",  402 ,  37 ,"  1,584 ",  268 ,  416 ,"  147,755 ",  347 ,  175 ,  10 ,  268 ,  311 ,  266 ,9%,94%,67%,25%,86%,44%,3%,67%,77%,66%
6.470833333,3.679166667,Lagos,Ibeju Lekki,  9 ,  2 ,  0 ,  9 ,  1 ,  3 ,"  182,957 ",  2 ,  1 ,  0 ,  2 ,  2 ,  2 ,9%,97%,65%,36%,81%,48%,2%,71%,81%,71%
6.479166666,3.704166667,Lagos,Ibeju Lekki,"  3,898 ",  931 ,  54 ,"  3,813 ",  594 ,"  1,640 ","  206,416 ",  823 ,  490 ,  152 ,  786 ,  761 ,  762 ,6%,98%,64%,42%,88%,53%,16%,84%,82%,82%
6.479166666,3.7625,Lagos,Ibeju Lekki,"  3,535 ",  844 ,  87 ,"  3,402 ",  557 ,"  1,096 ","  174,786 ",  740 ,  407 ,  23 ,  716 ,  680 ,  619 ,10%,96%,66%,31%,88%,48%,3%,85%,81%,73%
6.470833333,3.820833334,Lagos,Ibeju Lekki,"  1,301 ",  310 ,  28 ,"  1,233 ",  211 ,  373 ,"  152,079 ",  253 ,  140 ,  20 ,  194 ,  246 ,  207 ,9%,95%,68%,29%,82%,45%,7%,62%,79%,67%
6.462499999,3.695833334,Lagos,Ibeju Lekki,  887 ,  212 ,  17 ,  862 ,  141 ,  407 ,"  172,419 ",  170 ,  99 ,  7 ,  154 ,  164 ,  152 ,8%,97%,67%,46%,80%,47%,3%,73%,77%,72%
6.487499999,3.6875,Lagos,Ibeju Lekki,  134 ,  32 ,  5 ,  128 ,  19 ,  37 ,"  166,026 ",  26 ,  15 ,  1 ,  23 ,  25 ,  23 ,15%,95%,61%,28%,81%,46%,4%,73%,79%,71%
6.437499999,3.679166667,Lagos,Ibeju Lekki,  15 ,  4 ,  1 ,  14 ,  2 ,  5 ,"  123,253 ",  2 ,  1 ,  1 ,  2 ,  2 ,  2 ,40%,94%,56%,30%,63%,41%,17%,54%,64%,64%
6.462499999,3.679166667,Lagos,Ibeju Lekki,"  1,077 ",  257 ,  26 ,"  1,040 ",  175 ,  402 ,"  164,213 ",  200 ,  121 ,  7 ,  170 ,  207 ,  177 ,10%,97%,68%,37%,78%,47%,3%,66%,81%,69%
6.445833333,3.870833334,Lagos,Ibeju Lekki,  115 ,  27 ,  11 ,  110 ,  16 ,  28 ,"  134,052 ",  16 ,  9 ,  3 ,  15 ,  17 ,  14 ,41%,96%,58%,25%,58%,34%,10%,56%,64%,51%
6.520833333,3.879166667,Lagos,Ibeju Lekki,  34 ,  8 ,  3 ,  28 ,  5 ,  6 ,"  116,329 ",  5 ,  2 ,  0 ,  4 ,  4 ,  4 ,33%,82%,65%,18%,61%,30%,1%,48%,50%,50%
6.445833333,3.8375,Lagos,Ibeju Lekki,  269 ,  64 ,  20 ,  254 ,  39 ,  65 ,"  118,681 ",  37 ,  22 ,  7 ,  36 ,  36 ,  34 ,31%,94%,60%,24%,58%,35%,11%,56%,57%,53%
6.462499999,3.6875,Lagos,Ibeju Lekki,  867 ,  206 ,  18 ,  838 ,  139 ,  351 ,"  174,616 ",  162 ,  96 ,  6 ,  141 ,  163 ,  144 ,9%,97%,68%,41%,79%,46%,3%,69%,79%,70%
6.479166666,3.754166667,Lagos,Ibeju Lekki,"  3,586 ",  851 ,  91 ,"  3,481 ",  566 ,"  1,258 ","  174,965 ",  753 ,  449 ,  72 ,  728 ,  687 ,  635 ,11%,97%,66%,35%,88%,53%,8%,86%,81%,75%
6.479166666,3.7125,Lagos,Ibeju Lekki,"  1,419 ",  336 ,  21 ,"  1,389 ",  213 ,  584 ,"  197,091 ",  294 ,  174 ,  56 ,  283 ,  268 ,  277 ,6%,98%,63%,41%,87%,52%,17%,84%,80%,82%
6.512499999,3.895833334,Lagos,Ibeju Lekki,  263 ,  62 ,  21 ,  241 ,  38 ,  51 ,"  113,720 ",  38 ,  19 ,  4 ,  32 ,  38 ,  32 ,34%,92%,62%,19%,61%,31%,7%,52%,61%,51%
6.462499999,3.854166667,Lagos,Ibeju Lekki,  206 ,  49 ,  7 ,  196 ,  31 ,  52 ,"  123,170 ",  34 ,  16 ,  2 ,  27 ,  30 ,  25 ,15%,95%,64%,25%,69%,32%,4%,56%,61%,50%
6.487499999,3.870833334,Lagos,Ibeju Lekki,  137 ,  32 ,  3 ,  127 ,  21 ,  36 ,"  132,478 ",  26 ,  11 ,  1 ,  22 ,  21 ,  17 ,10%,92%,64%,26%,79%,35%,2%,67%,66%,53%
6.479166666,3.729166667,Lagos,Ibeju Lekki,"  4,445 ","  1,051 ",  96 ,"  4,352 ",  678 ,"  1,831 ","  175,175 ",  902 ,  546 ,  231 ,  842 ,  793 ,  820 ,9%,98%,65%,41%,86%,52%,22%,80%,75%,78%
6.445833333,3.845833334,Lagos,Ibeju Lekki,  159 ,  38 ,  11 ,  151 ,  22 ,  40 ,"  124,943 ",  22 ,  13 ,  3 ,  22 ,  22 ,  19 ,30%,95%,60%,25%,59%,36%,9%,58%,60%,51%
6.445833333,3.8625,Lagos,Ibeju Lekki,  51 ,  12 ,  4 ,  49 ,  7 ,  13 ,"  127,936 ",  7 ,  5 ,  1 ,  7 ,  7 ,  7 ,36%,95%,58%,25%,59%,40%,8%,58%,62%,55%
6.445833333,3.829166667,Lagos,Ibeju Lekki,  173 ,  41 ,  14 ,  162 ,  24 ,  42 ,"  115,366 ",  24 ,  14 ,  4 ,  23 ,  19 ,  22 ,35%,93%,60%,25%,58%,34%,9%,56%,48%,53%
6.520833333,3.870833334,Lagos,Ibeju Lekki,  17 ,  4 ,  1 ,  14 ,  3 ,  2 ,"  117,052 ",  3 ,  1 ,  0 ,  2 ,  2 ,  2 ,30%,81%,64%,13%,65%,32%,1%,47%,47%,45%
6.454166666,3.7375,Lagos,Ibeju Lekki,  175 ,  41 ,  4 ,  167 ,  27 ,  63 ,"  123,161 ",  29 ,  19 ,  1 ,  24 ,  28 ,  23 ,9%,95%,66%,36%,69%,45%,3%,58%,67%,56%
6.520833333,3.895833334,Lagos,Ibeju Lekki,  11 ,  3 ,  1 ,  10 ,  2 ,  3 ,"  116,746 ",  2 ,  1 ,  0 ,  1 ,  1 ,  1 ,23%,90%,63%,24%,61%,31%,1%,50%,51%,47%
6.454166666,3.670833334,Lagos,Ibeju Lekki,  750 ,  177 ,  17 ,  724 ,  119 ,  293 ,"  156,841 ",  118 ,  86 ,  11 ,  119 ,  136 ,  120 ,9%,97%,67%,39%,67%,48%,6%,68%,77%,68%
6.445833333,3.879166667,Lagos,Ibeju Lekki,  311 ,  73 ,  31 ,  297 ,  42 ,  74 ,"  133,126 ",  42 ,  24 ,  8 ,  40 ,  46 ,  36 ,42%,96%,58%,24%,58%,33%,11%,55%,63%,49%
6.520833333,3.904166667,Lagos,Ibeju Lekki,  46 ,  11 ,  2 ,  42 ,  7 ,  10 ,"  121,352 ",  6 ,  3 ,  0 ,  5 ,  5 ,  4 ,21%,91%,63%,21%,59%,27%,1%,50%,47%,40%
6.470833333,3.745833334,Lagos,Ibeju Lekki,"  1,023 ",  240 ,  24 ,  993 ,  161 ,  369 ,"  169,436 ",  202 ,  122 ,  5 ,  193 ,  188 ,  164 ,10%,97%,67%,36%,84%,51%,2%,80%,78%,68%
6.529166666,3.8625,Lagos,Ibeju Lekki,  147 ,  35 ,  12 ,  121 ,  22 ,  21 ,"  116,166 ",  21 ,  10 ,  0 ,  17 ,  18 ,  15 ,34%,82%,64%,14%,59%,30%,1%,49%,51%,43%
6.487499999,3.7375,Lagos,Ibeju Lekki,  60 ,  14 ,  2 ,  58 ,  9 ,  17 ,"  159,773 ",  12 ,  6 ,  2 ,  11 ,  9 ,  9 ,11%,97%,63%,28%,84%,46%,16%,80%,66%,64%
6.495833333,3.720833334,Lagos,Ibeju Lekki,  156 ,  37 ,  4 ,  145 ,  23 ,  42 ,"  131,008 ",  30 ,  16 ,  3 ,  27 ,  25 ,  20 ,12%,93%,62%,27%,82%,43%,7%,73%,67%,53%
6.479166666,3.870833334,Lagos,Ibeju Lekki,  17 ,  4 ,  0 ,  16 ,  3 ,  4 ,"  126,742 ",  3 ,  1 ,  0 ,  2 ,  3 ,  2 ,12%,94%,65%,25%,77%,35%,2%,60%,66%,53%
6.487499999,3.845833334,Lagos,Ibeju Lekki,  35 ,  8 ,  1 ,  33 ,  5 ,  10 ,"  125,943 ",  6 ,  3 ,  0 ,  5 ,  5 ,  4 ,11%,94%,64%,27%,77%,34%,1%,65%,63%,50%
6.470833333,3.670833334,Lagos,Ibeju Lekki,  130 ,  30 ,  3 ,  127 ,  19 ,  49 ,"  176,511 ",  26 ,  16 ,  1 ,  22 ,  25 ,  22 ,8%,97%,64%,38%,84%,51%,2%,71%,83%,72%
6.445833333,3.854166667,Lagos,Ibeju Lekki,  84 ,  20 ,  6 ,  80 ,  12 ,  21 ,"  126,012 ",  12 ,  8 ,  1 ,  12 ,  12 ,  11 ,32%,95%,59%,25%,59%,42%,8%,59%,62%,54%
6.479166666,3.829166667,Lagos,Ibeju Lekki,  48 ,  11 ,  1 ,  45 ,  7 ,  14 ,"  134,290 ",  9 ,  5 ,  0 ,  7 ,  8 ,  7 ,10%,94%,66%,28%,83%,43%,3%,62%,73%,61%
6.445833333,3.820833334,Lagos,Ibeju Lekki,  357 ,  84 ,  36 ,  332 ,  49 ,  86 ,"  110,507 ",  45 ,  25 ,  8 ,  41 ,  46 ,  45 ,43%,93%,59%,24%,53%,30%,9%,49%,55%,54%
